name,providerCode,phoneNumber,address,streetAddress1,streetAddress2,city,state,zipCode,country,status,latitude,longitude,createdAt,updatedAt
DaVinci Salon & Medi Spa,davinci-salon-medi-spa,351-204-7212,"1274 Osgood St, North Andover, MA, 01845, USA",1274 Osgood St,,North Andover,MA,01845,USA,Active,42.720983,-71.1120329,2025-12-31T01:20:36.000Z,2025-12-31T01:20:36.000Z
The Unfiltered Facialist,the-unfiltered-facialist,559-395-3506,"6643 N Milburn Ave, Suite 107, Fresno, CA, 93722, USA",6643 N Milburn Ave,Suite 107,Fresno,CA,93722,USA,Active,36.8343268,-119.8795087,2025-12-31T01:30:53.000Z,2025-12-31T01:30:53.000Z
Lola and Sofi Aesthetics,lola-and-sofi-aesthetics,626-426-1369,"132 Avocado Crest Rd, La Habra Heights, CA, 90631, USA",132 Avocado Crest Rd,,La Habra Heights,CA,90631,USA,Active,33.9493405,-117.9611052,2025-12-31T22:16:23.000Z,2025-12-31T22:16:23.000Z
Routine Aesthetics & Wellness,routine-aesthetics-wellness,307-363-4040,"501 S Douglas Hwy, Gillette, WY, 82716, USA",501 S Douglas Hwy,,Gillette,WY,82716,USA,Active,44.2899295,-105.493632,2025-12-31T22:27:56.000Z,2025-12-31T22:27:56.000Z
Commonwealth Dermatology,commonwealth-dermatology,774-389-0887,"100 Martin Luther King Jr Blvd, Suite 200, Worcester, MA, 01608, USA",100 Martin Luther King Jr Blvd,Suite 200,Worcester,MA,01608,USA,Active,42.26683269999999,-71.7966916,2025-12-31T22:39:21.000Z,2025-12-31T22:39:21.000Z
Salt Martha's Vineyard Medspa,salt-marthas-vineyard-medspa,207-604-4332,"93 Dukes County Ave, Oak Bluffs, MA, 02557, USA",93 Dukes County Ave,,Oak Bluffs,MA,02557,USA,Active,41.45139,-70.563862,2025-12-31T23:16:25.000Z,2025-12-31T23:16:25.000Z
Bronze and Brows Skin Lab,bronze-and-brows-skin-lab,860-304-8395,"348 E Main St, Clinton, CT, 06413, USA",348 E Main St,,Clinton,CT,06413,USA,Active,41.273308,-72.48762289999999,2025-12-31T23:30:58.000Z,2025-12-31T23:30:58.000Z
Fade & Flourish,fade-flourish,702-525-1289,"11201 S Eastern Ave, #115, Henderson, NV, 89052, USA",11201 S Eastern Ave,#115,Henderson,NV,89052,USA,Active,35.9885761,-115.1015371,2025-12-31T23:40:48.000Z,2025-12-31T23:40:48.000Z
Arianah Esthetics,arianah-esthetics,402-452-6684,"7021 Maple St, Omaha, NE, 68104, USA",7021 Maple St,,Omaha,NE,68104,USA,Active,41.2846874,-96.0212127,2025-12-31T23:47:01.000Z,2025-12-31T23:47:01.000Z
Skin by Cynthia,skin-by-cynthia,707-287-5489,"605 Cabot Way, Napa, CA, 94559, USA",605 Cabot Way,,Napa,CA,94559,USA,Active,38.2810064,-122.2890005,2025-12-31T23:58:06.000Z,2025-12-31T23:58:06.000Z
RAE Regenerative Aesthetics,rae-regenerative-aesthetics,412-550-3676,"521 Cedar Way, #100, Oakmont, PA, 15139, USA",521 Cedar Way,#100,Oakmont,PA,15139,USA,Active,40.5191461,-79.844852,2026-01-01T00:04:20.000Z,2026-01-01T00:04:20.000Z
NP Empowered Wellness,np-empowered-wellness,916-243-5098,"1917 Douglas Blvd 89, Suite 133, Roseville, CA, 95661, USA",1917 Douglas Blvd 89,Suite 133,Roseville,CA,95661,USA,Active,38.7458298,-121.2560021,2026-01-01T00:18:11.000Z,2026-01-01T00:18:11.000Z
SkinStandard Hawaii,skin-standard-hawaii,949-813-4025,"1441 Kapiolani Blvd, Suite 1114, Honolulu, HI, 96814, USA",1441 Kapiolani Blvd,Suite 1114,Honolulu,HI,96814,USA,Active,21.291298,-157.8433791,2026-01-06T01:16:44.000Z,2026-01-06T01:16:44.000Z
La Femme Plastic Surgery,la-femme-plastic-surgery,702-359-5462,"5770 S Durango Dr, Suite 100, Las Vegas, NV, 89113, USA",5770 S Durango Dr,Suite 100,Las Vegas,NV,89113,USA,Active,36.0838276,-115.2788967,2026-01-06T20:08:02.000Z,2026-01-06T20:08:02.000Z
SLS Aesthetics,sls-aesthetics,702-882-1346,"6123 S Rainbow Blvd, Suite B, Las Vegas, NV, 89118, USA",6123 S Rainbow Blvd,Suite B,Las Vegas,NV,89118,USA,Active,36.0771647,-115.2437358,2026-01-06T23:33:37.000Z,2026-01-06T23:33:37.000Z
Alternative Skincare and Wellness,alternative-skincare-and-wellness,909-703-3550,"7365 Carnelian St, Suite 101, Rancho Cucamonga, CA, 91730, USA",7365 Carnelian St,Suite 101,Rancho Cucamonga,CA,91730,USA,Active,34.1203048,-117.615246,2026-01-08T19:21:44.000Z,2026-01-08T19:21:44.000Z
AestheticsbyCliff SPA,aesthetics-by-cliff-spa,801-833-4297,"970 E 3300 S, #9, Millcreek, UT, 84106, USA",970 E 3300 S,#9,Millcreek,UT,84106,USA,Active,40.6990959,-111.8632023,2026-01-09T17:21:53.000Z,2026-01-09T17:21:53.000Z
Avanti Day Resort,avanti-day-resort,732-780-0222,"345 US-9, Manalapan Township, NJ, 07726, USA",345 US-9,,Manalapan Township,NJ,07726,USA,Active,40.3094938,-74.30558789999999,2026-01-09T17:29:11.000Z,2026-01-09T17:29:11.000Z
Delray Dermatology and Cosmetic Center,delray-dermatology-and-cosmetic-center,561-440-8020,"550 SE 6th Ave, Suite 100, Delray Beach, FL, 33483, USA",550 SE 6th Ave,Suite 100,Delray Beach,FL,33483,USA,Active,26.4527362,-80.0671945,2026-01-09T23:04:34.000Z,2026-01-09T23:36:47.000Z
Vein & Body Specialists,vein-body-specialists,419-301-4390,"615 Fulton St, Suite 200 and 300, Port Clinton, OH, 43452, USA",615 Fulton St,Suite 200 and 300,Port Clinton,OH,43452,USA,Active,41.50597519999999,-82.9316685,2026-01-10T01:07:49.000Z,2026-01-10T01:07:49.000Z
The Ozoned Studio,the-ozoned-studio,504-264-7117,"234 W Harrison Ave, Suite A, New Orleans, LA, 70124, USA",234 W Harrison Ave,Suite A,New Orleans,LA,70124,USA,Active,30.0054865,-90.1177877,2026-01-12T17:00:09.000Z,2026-01-12T17:00:09.000Z
Pure Skin by Maggie,pure-skin-by-maggie,808-358-4697,"401 Kamakee St, #407, Honolulu, HI, 96814, USA",401 Kamakee St,#407,Honolulu,HI,96814,USA,Active,21.294613,-157.851371,2026-01-12T18:11:33.000Z,2026-03-09T17:43:47.000Z
The St. Regis Hotel,the-st-regis-hotel,52 55 5228 1818,"Av. P.º de la Reforma 439, Col. Cuauhtémoc, Ciudad de México, CDMX, 06500, México",Av. P.º de la Reforma 439,Col. Cuauhtémoc,Ciudad de México,CDMX,06500,México,Active - Non-accruing,19.4256427,-99.172342,2026-01-12T19:50:37.000Z,2026-01-12T19:50:37.000Z
The Beauty Lounge - Dra. Maria Jose Nuño,dra-maria-jose-nuno,3312614740,"Av. Cuauhtémoc 2246, Col. CIUDAD DEL SOL, Zapopan, Jalisco, 45050, México",Av. Cuauhtémoc 2246,Col. CIUDAD DEL SOL,Zapopan,Jalisco,45050,México,Active - Non-accruing,20.6475476,-103.4082305,2026-01-12T19:58:18.000Z,2026-01-12T19:59:01.000Z
Amanda Peuri - The Skin Studio,amanda-peuri-the-skin-studio,8184742129,"Plaza Tanarah, Av. José Vasconcelos 345-Ote, Santa Engracia, San Pedro Garza García, Nuevo Leon, 66267, México","Plaza Tanarah, Av. José Vasconcelos 345-Ote",Santa Engracia,San Pedro Garza García,Nuevo Leon,66267,México,Active - Non-accruing,25.6541223,-100.3485553,2026-01-12T20:13:30.000Z,2026-01-12T20:13:30.000Z
María Cervantes - Dermocosmiatra,maria-cervantes-dermocosmiatra,+52 81 1822 5431,"Av. Manuel Gómez Morín 900-Local 207, Col. CARRIZALEJO, San Pedro Garza García, Nuevo Leon, 66254, México",Av. Manuel Gómez Morín 900-Local 207,Col. CARRIZALEJO,San Pedro Garza García,Nuevo Leon,66254,México,Active - Non-accruing,25.638469,-100.3619519,2026-01-12T20:21:58.000Z,2026-01-12T20:21:58.000Z
HOLYSKIN - Alicia Villareal,holyskin-alicia-villareal,8115756563,"Rio San Lorenzo, Av. Manuel Gómez Morín 494-Piso 2 Local 6, Col. Del Valle, San Pedro Garza García, Nuevo Leon, 66220, México","Rio San Lorenzo, Av. Manuel Gómez Morín 494-Piso 2 Local 6",Col. Del Valle,San Pedro Garza García,Nuevo Leon,66220,México,Active - Non-accruing,25.6597977,-100.3562341,2026-01-13T00:36:09.000Z,2026-01-13T00:36:09.000Z
Youth For Us - Polanco,youth-for-us-polanco,6681258125,"Av. Homero 1410, Polanco, Polanco II Secc, , Miguel Hidalgo, Ciudad de México, CDMX, 11530, México","Av. Homero 1410, Polanco, Polanco II Secc, ",Miguel Hidalgo,Ciudad de México,CDMX,11530,México,Active - Non-accruing,19.4359885,-99.20369099999999,2026-01-13T00:40:05.000Z,2026-01-13T00:40:05.000Z
bnatural,bnatural,6623300913,"Fray Toribio de Benavente 62 Entre olivares, Fray Bernardino de Sahagún y, Los Arcos, Hermosillo, Sonora, 83250, México","Fray Toribio de Benavente 62 Entre olivares, Fray Bernardino de Sahagún y",Los Arcos,Hermosillo,Sonora,83250,México,Active - Non-accruing,29.0781574,-110.9758128,2026-01-13T00:47:21.000Z,2026-01-13T00:51:34.000Z
Facial Company by Paola Garza,facial-company-by-paola-garza,5545405059,"Carr Nacional 5002-C107, La Rioja, Monterrey, Nuevo Leon, 64988, México",Carr Nacional 5002-C107,La Rioja,Monterrey,Nuevo Leon,64988,México,Active - Non-accruing,25.5801885,-100.2499357,2026-01-13T00:53:49.000Z,2026-01-13T00:53:49.000Z
My Med North,my-med-north,406-871-0268,"2316 US Hwy 93 N, Kalispell, MT, 59901, USA",2316 US Hwy 93 N,,Kalispell,MT,59901,USA,Active,48.2053728,-114.3166904,2026-01-13T21:25:34.000Z,2026-01-13T21:25:34.000Z
Meraki Medical Spa,meraki-medical-spa,225-408-7515,"8221 Goodwood Blvd, Suite E, Baton Rouge, LA, 70806, USA",8221 Goodwood Blvd,Suite E,Baton Rouge,LA,70806,USA,Active,30.4429731,-91.1014017,2026-01-13T21:55:32.000Z,2026-01-13T21:55:32.000Z
Show Me Younger,show-me-younger,573-664-1215,"301 N Washington St, #1, Farmington, MO, 63640, USA",301 N Washington St,#1,Farmington,MO,63640,USA,Active,37.7832125,-90.42069230000001,2026-01-14T22:26:41.000Z,2026-01-14T22:26:41.000Z
Dax Design Face LLC,dax-design-face-llc,908-577-4955,"24 Mechanic St, Red Bank, NJ, 07701, USA",24 Mechanic St,,Red Bank,NJ,07701,USA,Active,40.3512569,-74.0641459,2026-01-15T00:22:14.000Z,2026-01-15T00:22:14.000Z
Preservation Beauty,preservation-beauty,469-949-4047,"8335 Westchester Dr, Suite 60, Dallas, TX, 75225, USA",8335 Westchester Dr,Suite 60,Dallas,TX,75225,USA,Active,32.8644966,-96.807469,2026-01-15T00:45:59.000Z,2026-01-15T00:45:59.000Z
Elever Aesthetics & Wellness,elever-aesthetics-wellness,619-977-4685,"365 E Windmill Ln., Suite 200, Las Vegas, NV, 89123, USA",365 E Windmill Ln.,Suite 200,Las Vegas,NV,89123,USA,Active,36.0419622,-115.155607,2026-01-15T22:55:20.000Z,2026-01-15T22:55:20.000Z
Feels and Peels,feels-and-peels,714-351-4446,"1151 Dove St, Suite 115, Newport Beach, CA, 92660, USA",1151 Dove St,Suite 115,Newport Beach,CA,92660,USA,Active,33.6605632,-117.8656812,2026-01-15T23:03:59.000Z,2026-01-15T23:03:59.000Z
Pacific Crest Dermatology,pacific-crest-dermatology,775-451-3376,"1525 Vista Ln, Suite 120, Carson City, NV, 89703, USA",1525 Vista Ln,Suite 120,Carson City,NV,89703,USA,Active,39.1978353,-119.7825348,2026-01-15T23:13:00.000Z,2026-01-15T23:13:00.000Z
The Skin Science Collective,the-skin-science-collective,610-255-7232,"50 National Ave, Sola Salon, Suite R8C, Malvern, PA, 19355, USA",50 National Ave,"Sola Salon, Suite R8C",Malvern,PA,19355,USA,Active,40.049883,-75.5180618,2026-01-15T23:35:03.000Z,2026-01-15T23:35:03.000Z
Mana Hair Spa and Facial Studio,mana-hair-spa-and-facial-studio,310-804-5024,"26527 Agoura Road, Suite 106, Calabasas, CA, 91302, USA",26527 Agoura Road,Suite 106,Calabasas,CA,91302,USA,Active,34.1447317,-118.700652,2026-01-15T23:45:14.000Z,2026-01-15T23:45:14.000Z
REGEN Society,regen-society,615-465-0465,"8119 Isabella Ln, #100, Brentwood, TN, 37027, USA",8119 Isabella Ln,#100,Brentwood,TN,37027,USA,Active,35.9613572,-86.8030102,2026-01-16T00:45:21.000Z,2026-01-16T00:45:21.000Z
Revive at the Parlor,revive-at-the-parlor,480-660-7357,"9115 E Baseline Rd, Suite #C103, Mesa, AZ, 85209, USA",9115 E Baseline Rd,Suite #C103,Mesa,AZ,85209,USA,Active,33.3769407,-111.6373174,2026-01-16T18:17:25.000Z,2026-02-20T22:49:58.000Z
Soluna Holistic Skincare & Wellness,soluna-holistic-skincare-wellness,973-224-7263,"520 Speedwell Ave, #202, Morris Plains, NJ, 07950, USA",520 Speedwell Ave,#202,Morris Plains,NJ,07950,USA,Active,40.8259165,-74.4805866,2026-01-16T19:50:10.000Z,2026-01-16T19:50:10.000Z
Verity Aesthetics,verity-aesthetics,559-972-7026,"1747 W Walnut Ave, #101, Visalia, CA, 93277, USA",1747 W Walnut Ave,#101,Visalia,CA,93277,USA,Active,36.311962,-119.310306,2026-01-16T20:01:51.000Z,2026-01-16T20:01:51.000Z
Reformed Skin Care LLC,reformed-skin-care-llc,608-434-8178,"414 Broadway St, Suite 200A, Baraboo, WI, 53913, USA",414 Broadway St,Suite 200A,Baraboo,WI,53913,USA,Active,43.4696375,-89.7441102,2026-01-16T20:51:21.000Z,2026-01-16T20:51:21.000Z
JUST AESTHETIC NURSING - Scranton,just-aesthetic-nursing-scranton,570-800-9202,"222 Linden St, Scranton, PA, 18503, USA",222 Linden St,,Scranton,PA,18503,USA,Active,41.4107979,-75.6655737,2026-01-16T20:57:55.000Z,2026-01-16T20:57:55.000Z
WEST & GOLDN AESTHETICS,west-goldn-aesthetics,858-203-5911,"12625 High Bluff Dr, #102, San Diego, CA, 92130, USA",12625 High Bluff Dr,#102,San Diego,CA,92130,USA,Active,32.9474958,-117.2395873,2026-01-16T21:12:34.000Z,2026-01-16T21:12:34.000Z
Bair Skin Studio,bair-skin-studio,404-433-9099,"3355 Lenox Rd NE, 404-433-9099, Atlanta, GA, 30326, USA",3355 Lenox Rd NE,404-433-9099,Atlanta,GA,30326,USA,Active,33.8995787,-84.46700589999999,2026-01-16T23:47:32.000Z,2026-01-19T20:42:40.000Z
Skin Bar by Mila,skin-bar-by-mila,925-428-9647,"5500 2nd St, Suite #3, Long Beach, CA, 90803, USA",5500 2nd St,Suite #3,Long Beach,CA,90803,USA,Active,33.7573798,-118.1269204,2026-01-19T20:55:03.000Z,2026-01-19T20:55:03.000Z
Legacy Plastic Surgery,legacy-plastic-surgery,610-524-8244,"460 Creamery Way, #110, Exton, PA, 19341, USA",460 Creamery Way,#110,Exton,PA,19341,USA,Active,40.0205028,-75.6542489,2026-01-20T18:03:42.000Z,2026-01-20T18:03:42.000Z
True Skin and Waxing,true-skin-and-waxing,239-601-2118,"9924 Gulf Coast Main St, A100, Suite 14, Fort Myers, FL, 33913, USA",9924 Gulf Coast Main St,"A100, Suite 14",Fort Myers,FL,33913,USA,Active,26.4867578,-81.78677069999999,2026-01-20T18:28:04.000Z,2026-01-20T18:28:04.000Z
Rae Claire Aesthetics,rae-claire-aesthetics,504-458-4776,"5101 W Esplanade Ave, Metairie, LA, 70006, USA",5101 W Esplanade Ave,,Metairie,LA,70006,USA,Active,30.018296,-90.2002502,2026-01-20T19:18:21.000Z,2026-01-20T19:18:21.000Z
Bad Skin,bad-skin,415-669-0888,"2115 Broadway, Suite 28, Redwood City, CA, 94063, USA",2115 Broadway,Suite 28,Redwood City,CA,94063,USA,Active,37.48623250000001,-122.2286501,2026-01-20T20:56:18.000Z,2026-01-20T20:56:18.000Z
Purpose Aesthetix,purpose-aesthetix,551-305-3378,"521 Livingston St, #113 Suite 6, Norwood, NJ, 07648, USA",521 Livingston St,#113 Suite 6,Norwood,NJ,07648,USA,Active,40.9997355,-73.9541484,2026-01-20T22:29:22.000Z,2026-01-30T21:01:56.000Z
Aesthetic Artistry Med Spa,aesthetic-artistry-med-spa,850-716-0581,"184 Eglin Pkwy NE, SUITE 7, Fort Walton Beach, FL, 32548, USA",184 Eglin Pkwy NE,SUITE 7,Fort Walton Beach,FL,32548,USA,Active,30.4229572,-86.6101856,2026-01-20T23:34:02.000Z,2026-01-20T23:34:02.000Z
Full Spectrum Aesthetics,full-spectrum-aesthetics,469-715-7095,"3790 Woodbine Ln, Prosper, TX, 75078, USA",3790 Woodbine Ln,,Prosper,TX,75078,USA,Active,33.2305427,-96.8628652,2026-01-22T21:13:43.000Z,2026-01-22T21:13:43.000Z
Southern Skin & Wellness,southern-skin-wellness,504-900-8575,"644 Camp St, New Orleans, LA, 70130, USA",644 Camp St,,New Orleans,LA,70130,USA,Active,29.9471355,-90.0698044,2026-01-26T19:50:35.000Z,2026-01-26T19:50:35.000Z
Jessica Carrier,jessica-carrier,775-560-5145,"4894 Sparks Blvd, Sparks, NV, 89436, USA",4894 Sparks Blvd,,Sparks,NV,89436,USA,Active,39.5813527,-119.7230598,2026-01-27T20:22:54.000Z,2026-01-27T20:22:54.000Z
Future Face and Body,future-face-and-body,212-680-4069,"42 W 72nd St, New York, NY, 10023, USA",42 W 72nd St,,New York,NY,10023,USA,Active,40.7768504,-73.9781426,2026-01-27T20:32:37.000Z,2026-01-27T20:32:37.000Z
Glo Limited,glo-limited,479-571-4456,"577 Millsap Rd, Fayetteville, AR, 72703, USA",577 Millsap Rd,,Fayetteville,AR,72703,USA,Active,36.1141073,-94.14938219999999,2026-01-27T20:40:14.000Z,2026-01-27T20:40:14.000Z
Juliette Sherin Skin Rx,juliette-sherin-skin-rx,479-466-7705,"3201 S Market St, #105, Rogers, AR, 72758, USA",3201 S Market St,#105,Rogers,AR,72758,USA,Active,36.3069817,-94.1881401,2026-01-27T20:47:53.000Z,2026-01-27T20:47:53.000Z
GAIA Integrative Aesthetics,gaia-integrative-aesthetics,973-866-6909,"170 E 61st St, 4th Floor, New York, NY, 10065, USA",170 E 61st St,4th Floor,New York,NY,10065,USA,Active,40.7628545,-73.9662471,2026-01-27T21:00:12.000Z,2026-01-27T21:00:12.000Z
The Wellness Edit Med Spa & Longevity Center,the-wellness-edit-med-spa-longevity-center,734-540-3348,"11839 Tecumseh-Clinton Hwy, Clinton, MI, 49236, USA",11839 Tecumseh-Clinton Hwy,,Clinton,MI,49236,USA,Active,42.0621698,-83.9661643,2026-01-27T22:42:08.000Z,2026-01-27T22:42:08.000Z
Glo LLC,glo-llc,314-285-4033,"5359 State Rte N, Cottleville, MO, 63304, USA",5359 State Rte N,,Cottleville,MO,63304,USA,Active,38.7473291,-90.65255309999999,2026-01-27T23:18:13.000Z,2026-01-27T23:18:13.000Z
Pleasant View Skincare,pleasant-view-skincare,615-314-7490,"1808 Pinnacle Rd, Suite D, Pleasant View, TN, 37146, USA",1808 Pinnacle Rd,Suite D,Pleasant View,TN,37146,USA,Active,36.3919315,-87.0171706,2026-01-27T23:54:02.000Z,2026-01-27T23:54:02.000Z
Adari Spa,adari-spa,830-268-8653,"1240 W Oaklawn Rd, Suite 106, Pleasanton, TX, 78064, USA",1240 W Oaklawn Rd,Suite 106,Pleasanton,TX,78064,USA,Active,28.9512475,-98.498888,2026-01-28T00:01:12.000Z,2026-01-28T00:01:12.000Z
K3 Health and Wellness,k3-health-wellness,916-572-1153,"2384 Maritime Dr, Unit 220, Elk Grove, CA, 95758, USA",2384 Maritime Dr,Unit 220,Elk Grove,CA,95758,USA,Active,38.4108404,-121.4829656,2026-01-28T00:12:25.000Z,2026-01-28T17:23:56.000Z
The Refinery Medical Aesthetics,the-refinery-medical-aesthetics,785-329-3499,"2420 SW 17th St, Suite 150, Topeka, KS, 66604, USA",2420 SW 17th St,Suite 150,Topeka,KS,66604,USA,Active,39.0372303,-95.7082989,2026-01-28T21:36:59.000Z,2026-01-28T21:36:59.000Z
Elevated Esthetics.,elevated-esthetics-arkansas,870-761-5262,"509 Southwest Dr, Suite A, Jonesboro, AR, 72401, USA",509 Southwest Dr,Suite A,Jonesboro,AR,72401,USA,Active,35.8159657,-90.7106862,2026-01-28T21:47:41.000Z,2026-01-28T21:49:02.000Z
The Klinic by KSW Medical Aesthetics,the-klinic-ksw-medical-aesthetics,339-298-7766,"675 Main St, Woburn, MA, 01801, USA",675 Main St,,Woburn,MA,01801,USA,Active,42.4919872,-71.15401899999999,2026-01-30T19:19:57.000Z,2026-01-30T19:19:57.000Z
Main Street Med Spa LLC,main-street-med-spa-llc,575-530-0468,"500 N Main St, Clovis, NM, 88101, USA",500 N Main St,,Clovis,NM,88101,USA,Active,34.4029811,-103.2057372,2026-01-30T20:15:11.000Z,2026-01-30T20:15:11.000Z
The Elevate Spa,the-elevate-spa,734-945-6555,"100 W Washington Ave, Suite 101, Jackson, MI, 49201, USA",100 W Washington Ave,Suite 101,Jackson,MI,49201,USA,Active,42.2458055,-84.4060564,2026-01-31T00:06:37.000Z,2026-01-31T00:06:37.000Z
Regenerize Me,regenerize-me,248-946-0025,"41620 Six Mile Rd, Suite 102, Northville, MI, 48168, USA",41620 Six Mile Rd,Suite 102,Northville,MI,48168,USA,Active,42.411749,-83.4529708,2026-02-03T18:28:10.000Z,2026-02-03T18:28:10.000Z
Werschler Aesthetics,werschler-aesthetics,509-344-3223,"324 S Sherman St, Suite B, Spokane, WA, 99202, USA",324 S Sherman St,Suite B,Spokane,WA,99202,USA,Active,47.6528206,-117.4041474,2026-02-03T18:47:32.000Z,2026-02-03T18:47:32.000Z
Tricia's Skincare,tricias-skincare,209-747-0604,"330 S Fairmont Ave, Suite 4, Lodi, CA, 95240, USA",330 S Fairmont Ave,Suite 4,Lodi,CA,95240,USA,Active,38.1287804,-121.2854802,2026-02-03T21:32:37.000Z,2026-02-03T21:32:37.000Z
GLOSS BEAUTY,gloss-beauty,415-457-3067,"1127 Magnolia Ave, Larkspur, CA, 94939, USA",1127 Magnolia Ave,,Larkspur,CA,94939,USA,Active,37.9472966,-122.5476373,2026-02-04T22:19:23.000Z,2026-02-04T22:19:23.000Z
There She Glows Atelier,there-she-glows-atelier,405-816-0498,"4232 NW 61st St, Oklahoma City, OK, 73112, USA",4232 NW 61st St,,Oklahoma City,OK,73112,USA,Active,35.5331509,-97.5960326,2026-02-04T23:36:13.000Z,2026-02-04T23:36:13.000Z
Esthetics Center - Sacramento,esthetics-center-sacramento,916-259-9971,"2224 Fair Oaks Blvd, #707, Sacramento, CA, 95825, USA",2224 Fair Oaks Blvd,#707,Sacramento,CA,95825,USA,Active - Non-accruing,38.5737906,-121.4139077,2026-02-05T00:03:34.000Z,2026-02-05T00:03:34.000Z
Esthetics Center - Rocklin,esthetics-center-rocklin,916-259-9967,"5428 Crossings Dr, #105, Rocklin, CA, 95650, USA",5428 Crossings Dr,#105,Rocklin,CA,95650,USA,Active - Non-accruing,38.8006462,-121.2033835,2026-02-05T00:19:35.000Z,2026-02-05T00:19:35.000Z
Golden State Dermatology - Livermore,golden-state-dermatology-livermore,925-443-0980,"1074 Murrieta Blvd, Livermore, CA, 94550, USA",1074 Murrieta Blvd,,Livermore,CA,94550,USA,Active,37.6763039,-121.7826868,2026-02-05T00:52:27.000Z,2026-02-05T00:52:27.000Z
Herasme Beauty,herasme-beauty,551-346-0204,"20 Nordhoff Pl, Suite 029, Englewood, NJ, 07631, USA",20 Nordhoff Pl,Suite 029,Englewood,NJ,07631,USA,Active,40.8819491,-73.9852986,2026-02-05T16:22:13.000Z,2026-02-05T16:22:13.000Z
Greta Hall Aesthetics,greta-hall-aesthetics,781-516-6809,"60 South St, Hingham, MA, 02043, USA",60 South St,,Hingham,MA,02043,USA,Active,42.2417652,-70.8896137,2026-02-05T19:43:37.000Z,2026-02-05T19:43:37.000Z
Aura Med Spa & Aesthetics,aura-med-spa-aesthetics,831-243-6946,"601 E Romie Ln, #4, Salinas, CA, 93901, USA",601 E Romie Ln,#4,Salinas,CA,93901,USA,Active,36.6598919,-121.6440948,2026-02-05T19:57:06.000Z,2026-02-05T19:57:06.000Z
Alternative Health Associates Premier Med Spa,alternative-health-associates-premier-med-spa,703-683-5736,"215 N Washington St, Alexandria, VA, 22314, USA",215 N Washington St,,Alexandria,VA,22314,USA,Active,38.8067728,-77.04632289999999,2026-02-06T18:27:10.000Z,2026-02-06T18:27:10.000Z
Kristin Ellyn Aesthetics,kristin-ellyn-aesthetics,817-689-2253,"4130 S Bowen Rd, Suite 101, Room 10, Arlington, TX, 76016, USA",4130 S Bowen Rd,"Suite 101, Room 10",Arlington,TX,76016,USA,Active,32.6784013,-97.15138600000002,2026-02-07T00:34:50.000Z,2026-02-07T00:34:50.000Z
Elevate Medical Aesthetics & Wellness,elevate-medical-aesthetics-wellness,231-622-8103,"2230 E. Mitchell Rd., Suite 1A, Petoskey, MI, 49770, USA",2230 E. Mitchell Rd.,Suite 1A,Petoskey,MI,49770,USA,Active,45.3734555,-84.9229428,2026-02-09T21:05:40.000Z,2026-03-02T19:25:08.000Z
